date,change_per,close,high,index,low,name,open,ticket,volume
2018-04-06,2.72,33187.0,33187.0,VN 30 (VNI30),32143.0,Hoa Phat Group JSC,32253.0,HPG,89200000.0
2018-04-05,-0.34,32308.0,32637.0,VN 30 (VNI30),32198.0,Hoa Phat Group JSC,32582.0,HPG,38000000.0
2018-04-04,0.86,32418.0,32582.0,VN 30 (VNI30),32143.0,Hoa Phat Group JSC,32418.0,HPG,52900000.0
2018-04-03,-0.85,32143.0,32692.0,VN 30 (VNI30),31593.0,Hoa Phat Group JSC,32418.0,HPG,115600000.0
2018-04-02,-2.32,32418.0,33297.0,VN 30 (VNI30),32418.0,Hoa Phat Group JSC,33242.0,HPG,110900000.0
2018-03-30,-0.66,33187.0,33681.0,VN 30 (VNI30),33022.0,Hoa Phat Group JSC,33626.0,HPG,46900000.00000001
2018-03-29,1.5,33407.0,33626.0,VN 30 (VNI30),32857.0,Hoa Phat Group JSC,32967.0,HPG,67000000.0
2018-03-28,0.84,32912.0,33077.0,VN 30 (VNI30),32308.0,Hoa Phat Group JSC,32637.0,HPG,43900000.0
2018-03-27,0.85,32637.0,32912.0,VN 30 (VNI30),32198.0,Hoa Phat Group JSC,32198.0,HPG,105500000.0
2018-03-26,-4.07,32363.0,33681.0,VN 30 (VNI30),32143.0,Hoa Phat Group JSC,33352.0,HPG,201400000.0
2018-03-23,-2.23,33736.0,34066.0,VN 30 (VNI30),33242.0,Hoa Phat Group JSC,33242.0,HPG,98699999.99999999
2018-03-22,-0.31,34506.0,35330.0,VN 30 (VNI30),34341.0,Hoa Phat Group JSC,34615.0,HPG,119800000.0
2018-03-21,2.44,34615.0,34835.0,VN 30 (VNI30),33846.0,Hoa Phat Group JSC,33846.0,HPG,88600000.0
2018-03-20,-2.54,33791.0,34560.0,VN 30 (VNI30),33791.0,Hoa Phat Group JSC,34506.0,HPG,62300000.00000001
2018-03-19,4.82,34670.0,35110.0,VN 30 (VNI30),33516.0,Hoa Phat Group JSC,33516.0,HPG,95000000.0
2018-03-16,-0.66,33077.0,33462.0,VN 30 (VNI30),32747.0,Hoa Phat Group JSC,33132.0,HPG,175300000.0
2018-03-15,-1.94,33297.0,33791.0,VN 30 (VNI30),33187.0,Hoa Phat Group JSC,33791.0,HPG,75500000.0
2018-03-14,0.49,33956.0,34231.0,VN 30 (VNI30),33901.0,Hoa Phat Group JSC,34011.0,HPG,48300000.0
2018-03-13,-0.81,33791.0,34066.0,VN 30 (VNI30),33626.0,Hoa Phat Group JSC,34011.0,HPG,53300000.0
2018-03-12,0.81,34066.0,34286.0,VN 30 (VNI30),33736.0,Hoa Phat Group JSC,33791.0,HPG,54000000.0
2018-03-09,-0.49,33791.0,34286.0,VN 30 (VNI30),33626.0,Hoa Phat Group JSC,34066.0,HPG,87200000.0
2018-03-08,1.14,33956.0,34396.0,VN 30 (VNI30),33022.0,Hoa Phat Group JSC,33462.0,HPG,86900000.0
2018-03-07,-4.38,33572.0,35110.0,VN 30 (VNI30),33242.0,Hoa Phat Group JSC,33791.0,HPG,122200000.0
2018-03-06,3.57,35110.0,35220.0,VN 30 (VNI30),32528.0,Hoa Phat Group JSC,34066.0,HPG,155500000.0
2018-03-05,-6.94,33901.0,36429.0,VN 30 (VNI30),33901.0,Hoa Phat Group JSC,36374.0,HPG,345100000.0
2018-03-02,-0.6,36429.0,36648.0,VN 30 (VNI30),35550.0,Hoa Phat Group JSC,35769.0,HPG,141000000.0
2018-03-01,1.06,36648.0,37253.0,VN 30 (VNI30),35714.0,Hoa Phat Group JSC,36209.0,HPG,118600000.0
2018-02-28,2.96,36264.0,36264.0,VN 30 (VNI30),34560.0,Hoa Phat Group JSC,34890.0,HPG,201100000.0
2018-02-27,-0.47,35220.0,35659.0,VN 30 (VNI30),34835.0,Hoa Phat Group JSC,35659.0,HPG,141600000.0
2018-02-26,4.55,35385.0,35494.0,VN 30 (VNI30),34176.0,Hoa Phat Group JSC,34560.0,HPG,159500000.0
2018-02-23,4.58,33846.0,34066.0,VN 30 (VNI30),32308.0,Hoa Phat Group JSC,32418.0,HPG,194700000.0
2018-02-22,-1.83,32363.0,32747.0,VN 30 (VNI30),32253.0,Hoa Phat Group JSC,32692.0,HPG,89700000.0
2018-02-21,-0.99,32967.0,33956.0,VN 30 (VNI30),32802.0,Hoa Phat Group JSC,33791.0,HPG,159800000.0
2018-02-13,3.06,33297.0,33572.0,VN 30 (VNI30),32418.0,Hoa Phat Group JSC,32418.0,HPG,96100000.0
2018-02-12,0.86,32308.0,32802.0,VN 30 (VNI30),31813.0,Hoa Phat Group JSC,32033.0,HPG,119700000.0
2018-02-09,-2.34,32033.0,32637.0,VN 30 (VNI30),31209.0,Hoa Phat Group JSC,31209.0,HPG,164300000.0
2018-02-08,0.34,32802.0,33407.0,VN 30 (VNI30),32308.0,Hoa Phat Group JSC,32692.0,HPG,84300000.0
2018-02-07,2.59,32692.0,33791.0,VN 30 (VNI30),32473.0,Hoa Phat Group JSC,33242.0,HPG,103400000.0
2018-02-06,1.75,31868.0,32637.0,VN 30 (VNI30),29176.0,Hoa Phat Group JSC,29176.0,HPG,272500000.0
2018-02-05,-6.71,31319.0,33187.0,VN 30 (VNI30),31319.0,Hoa Phat Group JSC,32912.0,HPG,133200000.0
2018-02-02,0.17,33572.0,33736.0,VN 30 (VNI30),32802.0,Hoa Phat Group JSC,33516.0,HPG,66800000.0
2018-02-01,-2.09,33516.0,34615.0,VN 30 (VNI30),33242.0,Hoa Phat Group JSC,34231.0,HPG,51200000.0
2018-01-31,1.63,34231.0,35055.0,VN 30 (VNI30),33516.0,Hoa Phat Group JSC,33681.0,HPG,100900000.0
2018-01-30,-0.33,33681.0,33791.0,VN 30 (VNI30),32143.0,Hoa Phat Group JSC,33242.0,HPG,187300000.0
2018-01-29,-3.76,33791.0,35714.0,VN 30 (VNI30),33791.0,Hoa Phat Group JSC,35440.0,HPG,92800000.0
2018-01-26,3.9,35110.0,35440.0,VN 30 (VNI30),33516.0,Hoa Phat Group JSC,34066.0,HPG,91000000.0
2018-01-25,-3.3,33791.0,35714.0,VN 30 (VNI30),33516.0,Hoa Phat Group JSC,35659.0,HPG,250700000.0
2018-01-22,6.53,34945.0,35055.0,VN 30 (VNI30),32692.0,Hoa Phat Group JSC,32692.0,HPG,121300000.00000001
2018-01-19,6.61,32802.0,32912.0,VN 30 (VNI30),30550.0,Hoa Phat Group JSC,30769.0,HPG,131600000.0
2018-01-18,4.48,30769.0,30769.0,VN 30 (VNI30),29011.0,Hoa Phat Group JSC,29341.0,HPG,100900000.0
2018-01-17,-4.28,29451.0,30879.0,VN 30 (VNI30),29451.0,Hoa Phat Group JSC,30440.0,HPG,91500000.0
2018-01-16,2.56,30769.0,30769.0,VN 30 (VNI30),29451.0,Hoa Phat Group JSC,29835.0,HPG,78800000.0
2018-01-15,4.8,30000.0,30000.0,VN 30 (VNI30),28352.0,Hoa Phat Group JSC,28516.0,HPG,62000000.0
2018-01-12,0.77,28626.0,29066.0,VN 30 (VNI30),28132.0,Hoa Phat Group JSC,28571.0,HPG,98200000.0
2018-01-11,0.0,28407.0,28516.0,VN 30 (VNI30),27692.0,Hoa Phat Group JSC,28297.0,HPG,96199999.99999999
2018-01-10,-2.27,28407.0,29670.0,VN 30 (VNI30),27802.0,Hoa Phat Group JSC,29396.0,HPG,113400000.0
2018-01-09,6.87,29066.0,29066.0,VN 30 (VNI30),27308.0,Hoa Phat Group JSC,27363.0,HPG,103800000.00000001
2018-01-08,3.12,27198.0,27198.0,VN 30 (VNI30),26099.0,Hoa Phat Group JSC,26209.0,HPG,67400000.0
2018-01-05,-0.42,26374.0,26621.0,VN 30 (VNI30),26181.0,Hoa Phat Group JSC,26429.0,HPG,66600000.0
2018-01-04,1.26,26484.0,26593.0,VN 30 (VNI30),26154.0,Hoa Phat Group JSC,26264.0,HPG,84500000.0
2018-01-03,-0.21,26154.0,26648.0,VN 30 (VNI30),25989.0,Hoa Phat Group JSC,26374.0,HPG,87899999.99999999
2018-01-02,1.81,26209.0,26236.0,VN 30 (VNI30),25522.0,Hoa Phat Group JSC,25769.0,HPG,74700000.0
2017-12-29,2.29,25742.0,25769.0,VN 30 (VNI30),25192.0,Hoa Phat Group JSC,25247.0,HPG,93100000.0
2017-12-28,0.88,25165.0,25275.0,VN 30 (VNI30),24670.0,Hoa Phat Group JSC,24945.0,HPG,60199999.99999999
2017-12-27,3.42,24945.0,25055.0,VN 30 (VNI30),24121.0,Hoa Phat Group JSC,24121.0,HPG,138600000.0
2017-12-26,0.12,24121.0,24396.0,VN 30 (VNI30),23874.0,Hoa Phat Group JSC,23901.0,HPG,67700000.0
2017-12-25,-1.13,24093.0,24423.0,VN 30 (VNI30),24066.0,Hoa Phat Group JSC,24368.0,HPG,42699999.99999999
2017-12-22,0.57,24368.0,24670.0,VN 30 (VNI30),24231.0,Hoa Phat Group JSC,24341.0,HPG,107100000.00000001
2017-12-21,0.23,24231.0,24835.0,VN 30 (VNI30),24011.0,Hoa Phat Group JSC,24011.0,HPG,112100000.00000001
2017-12-20,0.92,24176.0,24451.0,VN 30 (VNI30),23736.0,Hoa Phat Group JSC,23736.0,HPG,79100000.0
2017-12-19,1.4,23956.0,24341.0,VN 30 (VNI30),23709.0,Hoa Phat Group JSC,23846.0,HPG,134900000.0
2017-12-18,3.12,23626.0,23626.0,VN 30 (VNI30),22940.0,Hoa Phat Group JSC,23187.0,HPG,108900000.0
2017-12-15,2.58,22912.0,23050.0,VN 30 (VNI30),22500.0,Hoa Phat Group JSC,22500.0,HPG,100700000.0
2017-12-14,0.87,22335.0,22418.0,VN 30 (VNI30),22115.0,Hoa Phat Group JSC,22143.0,HPG,39700000.0
2017-12-13,1.51,22143.0,22198.0,VN 30 (VNI30),21813.0,Hoa Phat Group JSC,22198.0,HPG,76100000.0
2017-12-12,-1.25,21813.0,22472.0,VN 30 (VNI30),20879.0,Hoa Phat Group JSC,22143.0,HPG,125700000.0
2017-12-11,-2.43,22088.0,22555.0,VN 30 (VNI30),22088.0,Hoa Phat Group JSC,22308.0,HPG,68800000.0
2017-12-08,-1.79,22637.0,23022.0,VN 30 (VNI30),22582.0,Hoa Phat Group JSC,23022.0,HPG,64200000.0
2017-12-07,-0.71,23050.0,23242.0,VN 30 (VNI30),22857.0,Hoa Phat Group JSC,23214.0,HPG,71900000.0
2017-12-06,1.56,23214.0,23214.0,VN 30 (VNI30),22308.0,Hoa Phat Group JSC,23022.0,HPG,130500000.0
2017-12-05,-0.95,22857.0,23214.0,VN 30 (VNI30),22857.0,Hoa Phat Group JSC,23077.0,HPG,102899999.99999999
2017-12-04,1.21,23077.0,23132.0,VN 30 (VNI30),22692.0,Hoa Phat Group JSC,22747.0,HPG,80500000.0
2017-12-01,0.73,22802.0,22912.0,VN 30 (VNI30),22528.0,Hoa Phat Group JSC,22610.0,HPG,79500000.0
2017-11-30,4.83,22637.0,22747.0,VN 30 (VNI30),21758.0,Hoa Phat Group JSC,21758.0,HPG,208500000.0
2017-11-29,-0.25,21593.0,21648.0,VN 30 (VNI30),21429.0,Hoa Phat Group JSC,21593.0,HPG,67400000.0
2017-11-28,0.38,21648.0,21786.0,VN 30 (VNI30),21484.0,Hoa Phat Group JSC,21703.0,HPG,67100000.0
2017-11-27,0.38,21566.0,21676.0,VN 30 (VNI30),21401.0,Hoa Phat Group JSC,21538.0,HPG,95600000.0
2017-11-24,2.36,21484.0,21538.0,VN 30 (VNI30),20989.0,Hoa Phat Group JSC,20989.0,HPG,116100000.0
2017-11-23,-0.26,20989.0,21264.0,VN 30 (VNI30),20769.0,Hoa Phat Group JSC,21209.0,HPG,91900000.0
2017-11-22,2.0,21044.0,21209.0,VN 30 (VNI30),20769.0,Hoa Phat Group JSC,20824.0,HPG,73100000.0
2017-11-21,0.4,20632.0,20879.0,VN 30 (VNI30),20577.0,Hoa Phat Group JSC,20604.0,HPG,74900000.0
2017-11-20,-2.09,20550.0,20989.0,VN 30 (VNI30),20440.0,Hoa Phat Group JSC,20989.0,HPG,91600000.0
2017-11-17,-1.16,20989.0,21264.0,VN 30 (VNI30),20852.0,Hoa Phat Group JSC,21209.0,HPG,51400000.0
2017-11-16,-0.26,21236.0,21538.0,VN 30 (VNI30),21154.0,Hoa Phat Group JSC,21264.0,HPG,69600000.0
2017-11-15,3.61,21291.0,21374.0,VN 30 (VNI30),20577.0,Hoa Phat Group JSC,20604.0,HPG,107800000.0
2017-11-14,2.05,20550.0,20769.0,VN 30 (VNI30),20110.0,Hoa Phat Group JSC,20220.0,HPG,58700000.0
2017-11-13,-1.61,20137.0,20467.0,VN 30 (VNI30),19945.0,Hoa Phat Group JSC,20467.0,HPG,46300000.0
2017-11-10,0.54,20467.0,20467.0,VN 30 (VNI30),20275.0,Hoa Phat Group JSC,20440.0,HPG,49100000.0
2017-11-09,0.0,20357.0,20467.0,VN 30 (VNI30),20302.0,Hoa Phat Group JSC,20440.0,HPG,54300000.0
2017-11-08,0.4,20357.0,20494.0,VN 30 (VNI30),20137.0,Hoa Phat Group JSC,20275.0,HPG,84200000.0
2017-11-07,0.0,20275.0,20330.0,VN 30 (VNI30),20110.0,Hoa Phat Group JSC,20330.0,HPG,47300000.00000001
2017-11-06,1.94,20275.0,20357.0,VN 30 (VNI30),20000.0,Hoa Phat Group JSC,20055.0,HPG,53000000.0
2017-11-03,4.02,19890.0,19890.0,VN 30 (VNI30),19121.0,Hoa Phat Group JSC,19231.0,HPG,72100000.0
2017-11-02,-2.52,19121.0,19890.0,VN 30 (VNI30),19121.0,Hoa Phat Group JSC,19615.0,HPG,84500000.0
2017-11-01,-3.52,19615.0,20275.0,VN 30 (VNI30),19588.0,Hoa Phat Group JSC,20220.0,HPG,103699999.99999999
2017-10-31,0.54,20330.0,20550.0,VN 30 (VNI30),19945.0,Hoa Phat Group JSC,20220.0,HPG,65500000.0
2017-10-30,-2.38,20220.0,20769.0,VN 30 (VNI30),20220.0,Hoa Phat Group JSC,20769.0,HPG,57900000.0
2017-10-27,1.89,20714.0,20714.0,VN 30 (VNI30),20275.0,Hoa Phat Group JSC,20357.0,HPG,42000000.0
2017-10-26,-0.94,20330.0,20522.0,VN 30 (VNI30),20165.0,Hoa Phat Group JSC,20522.0,HPG,54400000.00000001
2017-10-25,-0.4,20522.0,20714.0,VN 30 (VNI30),20522.0,Hoa Phat Group JSC,20550.0,HPG,33900000.0
2017-10-24,1.07,20604.0,20604.0,VN 30 (VNI30),20357.0,Hoa Phat Group JSC,20577.0,HPG,46200000.0
2017-10-23,-0.93,20385.0,20604.0,VN 30 (VNI30),20137.0,Hoa Phat Group JSC,20385.0,HPG,64600000.0
2017-10-20,-0.92,20577.0,20852.0,VN 30 (VNI30),20275.0,Hoa Phat Group JSC,20769.0,HPG,93400000.0
2017-10-19,-1.56,20769.0,21126.0,VN 30 (VNI30),20742.0,Hoa Phat Group JSC,20879.0,HPG,70000000.0
2017-10-18,-1.54,21099.0,21593.0,VN 30 (VNI30),20989.0,Hoa Phat Group JSC,21429.0,HPG,59300000.0
2017-10-17,2.63,21429.0,21429.0,VN 30 (VNI30),20824.0,Hoa Phat Group JSC,20824.0,HPG,76600000.0
2017-10-16,-2.44,20879.0,21429.0,VN 30 (VNI30),20769.0,Hoa Phat Group JSC,21429.0,HPG,99700000.0
2017-10-13,-1.39,21401.0,21731.0,VN 30 (VNI30),21374.0,Hoa Phat Group JSC,21676.0,HPG,63300000.0
2017-10-12,-0.13,21703.0,21978.0,VN 30 (VNI30),21593.0,Hoa Phat Group JSC,21758.0,HPG,118400000.0
2017-10-11,-0.38,21731.0,21841.0,VN 30 (VNI30),21648.0,Hoa Phat Group JSC,21813.0,HPG,53200000.0
2017-10-10,0.63,21813.0,21813.0,VN 30 (VNI30),21621.0,Hoa Phat Group JSC,21676.0,HPG,36200000.0
2017-10-09,1.55,21676.0,21676.0,VN 30 (VNI30),21319.0,Hoa Phat Group JSC,21429.0,HPG,39700000.0
2017-10-06,0.13,21346.0,21538.0,VN 30 (VNI30),21154.0,Hoa Phat Group JSC,21319.0,HPG,56800000.0
2017-10-05,-2.14,21319.0,21923.0,VN 30 (VNI30),21319.0,Hoa Phat Group JSC,21786.0,HPG,97200000.0
2017-10-04,2.19,21786.0,21786.0,VN 30 (VNI30),21264.0,Hoa Phat Group JSC,21374.0,HPG,46800000.0
2017-10-03,-0.64,21319.0,21566.0,VN 30 (VNI30),21099.0,Hoa Phat Group JSC,21429.0,HPG,63700000.0
2017-10-02,0.38,21456.0,21511.0,VN 30 (VNI30),21236.0,Hoa Phat Group JSC,21401.0,HPG,78800000.0
2017-09-29,3.05,21374.0,21401.0,VN 30 (VNI30),20742.0,Hoa Phat Group JSC,20742.0,HPG,110900000.0
2017-09-28,0.14,20742.0,20989.0,VN 30 (VNI30),20714.0,Hoa Phat Group JSC,20742.0,HPG,53700000.0
2017-09-27,0.8,20714.0,20797.0,VN 30 (VNI30),20550.0,Hoa Phat Group JSC,20550.0,HPG,36700000.0
2017-09-26,-0.26,20550.0,20659.0,VN 30 (VNI30),20357.0,Hoa Phat Group JSC,20550.0,HPG,66700000.0
2017-09-25,-0.53,20604.0,20742.0,VN 30 (VNI30),20550.0,Hoa Phat Group JSC,20742.0,HPG,37200000.0
2017-09-22,0.53,20714.0,20989.0,VN 30 (VNI30),20522.0,Hoa Phat Group JSC,20577.0,HPG,60199999.99999999
2017-09-21,-1.06,20604.0,20934.0,VN 30 (VNI30),20494.0,Hoa Phat Group JSC,20879.0,HPG,78300000.0
2017-09-20,-0.26,20824.0,20989.0,VN 30 (VNI30),20714.0,Hoa Phat Group JSC,20907.0,HPG,55800000.0
2017-09-19,0.93,20879.0,21236.0,VN 30 (VNI30),20742.0,Hoa Phat Group JSC,20824.0,HPG,93100000.0
2017-09-18,1.76,20687.0,20879.0,VN 30 (VNI30),20467.0,Hoa Phat Group JSC,20494.0,HPG,84400000.0
2017-09-15,0.82,20330.0,20357.0,VN 30 (VNI30),20000.0,Hoa Phat Group JSC,20055.0,HPG,77200000.0
2017-09-14,-0.54,20165.0,20494.0,VN 30 (VNI30),20055.0,Hoa Phat Group JSC,20330.0,HPG,54200000.0
2017-09-13,4.09,20275.0,20275.0,VN 30 (VNI30),19560.0,Hoa Phat Group JSC,19615.0,HPG,107700000.0
2017-09-12,0.42,19478.0,19478.0,VN 30 (VNI30),19176.0,Hoa Phat Group JSC,19396.0,HPG,57500000.0
2017-09-11,-1.81,19396.0,19780.0,VN 30 (VNI30),19396.0,Hoa Phat Group JSC,19725.0,HPG,53800000.0
2017-09-08,1.27,19753.0,19808.0,VN 30 (VNI30),19368.0,Hoa Phat Group JSC,19506.0,HPG,76300000.0
2017-09-07,-1.39,19506.0,19835.0,VN 30 (VNI30),19396.0,Hoa Phat Group JSC,19835.0,HPG,96500000.0
2017-09-06,1.69,19780.0,19780.0,VN 30 (VNI30),19451.0,Hoa Phat Group JSC,19451.0,HPG,110700000.0
2017-09-05,0.86,19451.0,19478.0,VN 30 (VNI30),19203.0,Hoa Phat Group JSC,19286.0,HPG,59100000.0
2017-09-01,0.15,19286.0,19341.0,VN 30 (VNI30),19148.0,Hoa Phat Group JSC,19258.0,HPG,51300000.0
2017-08-31,0.57,19258.0,19423.0,VN 30 (VNI30),19121.0,Hoa Phat Group JSC,19121.0,HPG,71300000.0
2017-08-30,1.16,19148.0,19231.0,VN 30 (VNI30),18929.0,Hoa Phat Group JSC,18929.0,HPG,65100000.0
2017-08-29,0.15,18929.0,19121.0,VN 30 (VNI30),18819.0,Hoa Phat Group JSC,18846.0,HPG,93500000.0
2017-08-28,1.48,18901.0,18901.0,VN 30 (VNI30),18626.0,Hoa Phat Group JSC,18681.0,HPG,95800000.0
2017-08-25,0.59,18626.0,18654.0,VN 30 (VNI30),18434.0,Hoa Phat Group JSC,18462.0,HPG,103000000.0
2017-08-24,0.59,18516.0,18599.0,VN 30 (VNI30),18297.0,Hoa Phat Group JSC,18297.0,HPG,60800000.0
2017-08-23,0.76,18407.0,18407.0,VN 30 (VNI30),18104.0,Hoa Phat Group JSC,18159.0,HPG,37900000.0
2017-08-22,0.45,18269.0,18379.0,VN 30 (VNI30),18022.0,Hoa Phat Group JSC,18077.0,HPG,54200000.0
2017-08-21,-1.93,18187.0,18544.0,VN 30 (VNI30),18159.0,Hoa Phat Group JSC,18516.0,HPG,59600000.0
2017-08-18,0.3,18544.0,18681.0,VN 30 (VNI30),18324.0,Hoa Phat Group JSC,18407.0,HPG,55199999.99999999
2017-08-17,-1.75,18489.0,18819.0,VN 30 (VNI30),18489.0,Hoa Phat Group JSC,18819.0,HPG,56400000.0
2017-08-16,2.24,18819.0,18819.0,VN 30 (VNI30),18297.0,Hoa Phat Group JSC,18407.0,HPG,133400000.0
2017-08-15,-1.47,18407.0,18901.0,VN 30 (VNI30),18352.0,Hoa Phat Group JSC,18901.0,HPG,83200000.0
2017-08-14,3.97,18681.0,18681.0,VN 30 (VNI30),17940.0,Hoa Phat Group JSC,17967.0,HPG,116900000.0
2017-08-11,2.19,17967.0,17994.0,VN 30 (VNI30),17555.0,Hoa Phat Group JSC,17555.0,HPG,53099999.99999999
2017-08-10,0.47,17582.0,17582.0,VN 30 (VNI30),17445.0,Hoa Phat Group JSC,17472.0,HPG,34400000.0
2017-08-09,-1.39,17500.0,17747.0,VN 30 (VNI30),17445.0,Hoa Phat Group JSC,17637.0,HPG,43400000.0
2017-08-08,0.15,17747.0,17830.0,VN 30 (VNI30),17692.0,Hoa Phat Group JSC,17775.0,HPG,26000000.0
2017-08-07,0.78,17720.0,17775.0,VN 30 (VNI30),17528.0,Hoa Phat Group JSC,17582.0,HPG,27100000.0
2017-08-04,-0.93,17582.0,17747.0,VN 30 (VNI30),17555.0,Hoa Phat Group JSC,17692.0,HPG,28900000.0
2017-08-03,0.0,17747.0,17857.0,VN 30 (VNI30),17665.0,Hoa Phat Group JSC,17747.0,HPG,24400000.0
2017-08-02,-1.22,17747.0,17940.0,VN 30 (VNI30),17720.0,Hoa Phat Group JSC,17857.0,HPG,39300000.0
2017-08-01,1.24,17967.0,18077.0,VN 30 (VNI30),17582.0,Hoa Phat Group JSC,17582.0,HPG,69000000.0
2017-07-31,-0.47,17747.0,17802.0,VN 30 (VNI30),17500.0,Hoa Phat Group JSC,17637.0,HPG,56000000.0
2017-07-28,0.0,17830.0,17994.0,VN 30 (VNI30),17747.0,Hoa Phat Group JSC,17747.0,HPG,28200000.0
2017-07-27,-1.07,17830.0,18050.0,VN 30 (VNI30),17802.0,Hoa Phat Group JSC,18050.0,HPG,27200000.000000004
2017-07-26,2.5,18022.0,18077.0,VN 30 (VNI30),17610.0,Hoa Phat Group JSC,17692.0,HPG,50599999.99999999
2017-07-25,1.26,17582.0,17692.0,VN 30 (VNI30),17280.0,Hoa Phat Group JSC,17280.0,HPG,41900000.00000001
2017-07-24,0.64,17363.0,17472.0,VN 30 (VNI30),17088.0,Hoa Phat Group JSC,17115.0,HPG,55400000.0
2017-07-21,-0.79,17253.0,17418.0,VN 30 (VNI30),17198.0,Hoa Phat Group JSC,17335.0,HPG,83300000.0
2017-07-20,-0.47,17390.0,17445.0,VN 30 (VNI30),16923.0,Hoa Phat Group JSC,17253.0,HPG,106500000.0
2017-07-19,-0.78,17472.0,17775.0,VN 30 (VNI30),17472.0,Hoa Phat Group JSC,17610.0,HPG,72100000.0
2017-07-18,-2.44,17610.0,17665.0,VN 30 (VNI30),17308.0,Hoa Phat Group JSC,17472.0,HPG,139100000.0
2017-07-17,-2.52,18050.0,18544.0,VN 30 (VNI30),17857.0,Hoa Phat Group JSC,18544.0,HPG,92000000.0
2017-07-14,0.29,18516.0,18929.0,VN 30 (VNI30),18516.0,Hoa Phat Group JSC,18654.0,HPG,69300000.0
2017-07-13,1.82,18462.0,18462.0,VN 30 (VNI30),18077.0,Hoa Phat Group JSC,18159.0,HPG,54500000.0
2017-07-12,0.3,18132.0,18242.0,VN 30 (VNI30),17967.0,Hoa Phat Group JSC,18132.0,HPG,64200000.0
2017-07-11,-0.6,18077.0,18242.0,VN 30 (VNI30),17692.0,Hoa Phat Group JSC,18242.0,HPG,103900000.0
2017-07-10,0.3,18187.0,18297.0,VN 30 (VNI30),18104.0,Hoa Phat Group JSC,18132.0,HPG,97899999.99999999
2017-07-07,-0.9,18132.0,18434.0,VN 30 (VNI30),18104.0,Hoa Phat Group JSC,18407.0,HPG,96199999.99999999
2017-07-06,1.22,18297.0,18407.0,VN 30 (VNI30),18077.0,Hoa Phat Group JSC,18132.0,HPG,102400000.0
2017-07-05,-0.3,18077.0,18269.0,VN 30 (VNI30),17967.0,Hoa Phat Group JSC,18269.0,HPG,54700000.0
2017-07-04,0.0,18132.0,18434.0,VN 30 (VNI30),18050.0,Hoa Phat Group JSC,18132.0,HPG,87400000.0
2017-07-03,3.13,18132.0,18681.0,VN 30 (VNI30),17582.0,Hoa Phat Group JSC,17582.0,HPG,145200000.0
2017-06-30,2.73,17582.0,17582.0,VN 30 (VNI30),17143.0,Hoa Phat Group JSC,17253.0,HPG,133400000.0
2017-06-29,1.46,17115.0,17280.0,VN 30 (VNI30),16841.0,Hoa Phat Group JSC,16841.0,HPG,82200000.0
2017-06-28,0.16,16868.0,16896.0,VN 30 (VNI30),16786.0,Hoa Phat Group JSC,16841.0,HPG,35600000.0
2017-06-27,-0.65,16841.0,16951.0,VN 30 (VNI30),16813.0,Hoa Phat Group JSC,16951.0,HPG,48700000.0
2017-06-26,0.17,16951.0,17006.0,VN 30 (VNI30),16786.0,Hoa Phat Group JSC,16868.0,HPG,45700000.0
2017-06-23,0.16,16923.0,16923.0,VN 30 (VNI30),16758.0,Hoa Phat Group JSC,16923.0,HPG,55100000.0
2017-06-22,0.49,16896.0,16951.0,VN 30 (VNI30),16758.0,Hoa Phat Group JSC,16786.0,HPG,38600000.0
2017-06-21,-0.97,16813.0,16923.0,VN 30 (VNI30),16676.0,Hoa Phat Group JSC,16923.0,HPG,70400000.0
2017-06-20,1.31,16978.0,16978.0,VN 30 (VNI30),16703.0,Hoa Phat Group JSC,16703.0,HPG,61200000.0
2017-06-19,-1.14,16758.0,17088.0,VN 30 (VNI30),16703.0,Hoa Phat Group JSC,17033.0,HPG,83300000.0
2017-06-16,1.7,16951.0,17418.0,VN 30 (VNI30),16841.0,Hoa Phat Group JSC,17363.0,HPG,173200000.0
2017-06-15,2.37,16667.0,16770.0,VN 30 (VNI30),16281.0,Hoa Phat Group JSC,16281.0,HPG,228100000.0
2017-06-14,0.8,16281.0,16332.0,VN 30 (VNI30),16127.0,Hoa Phat Group JSC,16229.0,HPG,93400000.0
2017-06-13,1.62,16152.0,16152.0,VN 30 (VNI30),15818.0,Hoa Phat Group JSC,15844.0,HPG,72700000.0
2017-06-12,-1.75,15895.0,16152.0,VN 30 (VNI30),15844.0,Hoa Phat Group JSC,16127.0,HPG,85500000.0
2017-06-09,-0.16,16178.0,16307.0,VN 30 (VNI30),16101.0,Hoa Phat Group JSC,16178.0,HPG,76800000.0
2017-06-08,0.32,16204.0,16307.0,VN 30 (VNI30),16049.0,Hoa Phat Group JSC,16204.0,HPG,104700000.0
2017-06-07,2.95,16152.0,16204.0,VN 30 (VNI30),15766.0,Hoa Phat Group JSC,15766.0,HPG,159600000.0
2017-06-06,1.84,15689.0,15689.0,VN 30 (VNI30),15329.0,Hoa Phat Group JSC,15381.0,HPG,138500000.0
2017-06-05,-0.17,15406.0,15561.0,VN 30 (VNI30),15355.0,Hoa Phat Group JSC,15432.0,HPG,89500000.0
2017-06-02,-0.99,15432.0,15612.0,VN 30 (VNI30),15355.0,Hoa Phat Group JSC,15586.0,HPG,69200000.0
